,class,x-box,y-box,width,onpix
1151,0,5,8,7,6
1152,0,4,10,5,6
1153,0,5,8,8,5
1154,0,4,5,4,4
1155,0,5,11,6,8
1156,0,8,11,12,8
1157,0,4,8,6,7
1158,0,7,9,10,8
1159,0,4,7,5,3
1160,0,4,5,7,4
1161,0,5,11,6,4
1162,0,2,1,3,2
1163,0,4,4,6,3
1164,0,4,8,4,3
1165,0,4,4,5,3
1166,0,5,11,6,4
1167,0,4,4,6,4
1168,0,5,5,6,4
1169,0,5,6,7,8
1170,0,7,9,10,7
1171,0,8,8,11,12
1172,0,6,7,9,10
1173,0,5,8,6,7
1174,0,7,11,8,7
1175,0,5,7,5,4
1176,0,5,7,7,7
1177,0,6,11,8,5
1178,0,1,0,2,1
1179,0,7,10,10,7
1180,0,4,6,5,4
1181,0,5,7,6,7
1182,0,5,5,7,5
1183,0,7,11,10,11
1184,0,5,10,6,6
1185,0,4,4,8,4
1186,0,5,6,6,4
1187,0,1,0,2,1
1188,0,4,7,6,5
1189,0,11,11,11,5
1190,0,4,9,6,7
1191,0,5,10,7,8
1192,0,5,7,7,4
1193,0,2,1,2,1
1194,0,4,1,5,3
1195,0,5,6,6,4
1196,0,5,6,7,5
1197,0,6,10,8,9
1198,0,7,11,10,10
1199,0,4,7,5,3
1200,0,3,3,5,3
1201,0,4,8,6,7
1202,0,3,4,5,3
1203,0,2,0,2,1
1204,0,2,1,3,2
1205,0,2,1,2,1
1206,0,1,0,2,1
1207,0,4,2,5,4
1208,0,13,14,13,6
1209,0,7,9,10,12
1210,0,4,5,7,4
1211,0,7,7,10,11
1212,0,5,6,8,5
1213,0,2,3,4,2
1214,0,3,3,4,3
1215,0,2,0,2,1
1216,0,3,3,4,3
1217,0,5,10,6,4
1218,0,3,3,4,3
1219,0,2,3,3,2
1220,0,5,10,7,7
1221,0,3,4,5,3
1222,0,3,5,6,4
1223,0,2,1,3,3
1224,0,3,6,4,3
1225,0,4,6,5,2
1226,0,11,12,11,6
1227,0,4,6,7,6
1228,0,5,11,6,4
1229,0,6,9,8,10
1230,0,9,13,10,6
1231,0,1,0,2,0
1232,0,5,8,7,6
1233,0,7,8,9,6
1234,0,4,8,7,8
1235,0,5,8,7,8
1236,0,5,10,7,4
1237,0,5,8,8,5
1238,0,6,9,8,10
1239,0,15,15,15,7
1240,0,3,3,5,3
1241,0,2,3,3,2
1242,0,5,8,5,3
1243,0,3,2,5,3
1244,0,5,7,7,4
1245,0,3,6,4,4
1246,0,2,1,2,1
1247,0,7,9,9,8
1248,0,5,5,6,4
1249,0,4,3,5,3
1250,0,4,6,4,2
1251,0,7,9,9,8
1252,0,2,3,4,2
1253,0,1,0,2,1
1254,0,3,1,4,3
1255,0,5,2,6,4
1256,0,4,4,4,3
1257,0,7,11,9,9
1258,0,4,8,4,3
1259,0,5,5,5,4
1260,0,6,9,7,4
1261,0,10,12,10,5
1262,0,5,10,7,4
1263,0,4,7,6,8
1264,0,5,10,8,7
1265,0,5,6,8,4
1266,0,7,8,10,6
1267,0,3,1,4,3
1268,0,5,11,8,11
1269,0,3,6,5,5
1270,0,5,9,7,7
1271,0,5,11,6,4
1272,0,6,10,9,7
1273,0,5,9,6,6
1274,0,5,6,8,8
1275,0,2,3,4,2
1276,0,3,3,4,2
1277,0,4,2,5,4
1278,0,2,3,4,3
1279,0,5,9,5,6
1280,0,3,1,4,3
1281,0,4,7,7,5
1282,0,3,4,5,3
1283,0,3,6,6,6
1284,0,3,4,4,3
1285,0,7,9,10,6
1286,0,6,5,7,4
1287,0,4,9,6,7
1288,0,4,8,6,7
1289,0,7,13,8,5
1290,0,6,10,7,4
1291,0,3,3,4,2
1292,0,5,6,8,5
1293,0,5,8,6,5
1294,0,3,3,5,2
1295,0,7,12,8,4
1296,0,7,9,11,6
1297,0,4,8,4,5
1298,0,3,6,6,7
1299,0,5,9,7,4
1300,0,2,3,4,2
1301,0,7,9,10,8
1302,0,6,5,9,8
1303,0,7,8,10,11
1304,0,3,1,4,3
1305,0,6,10,9,7
1306,0,3,6,5,4
1307,0,4,6,5,2
1308,0,6,9,8,11
1309,0,4,7,5,3
1310,0,5,7,8,6
1311,0,4,9,5,3
1312,0,3,7,4,5
1313,0,8,10,8,5
1314,0,5,9,8,10
1315,0,7,9,10,8
1316,0,3,6,5,5
1317,0,2,1,3,1
1318,0,3,5,6,4
1319,0,3,4,5,3
1320,0,5,9,7,6
1321,0,5,11,9,12
1322,0,7,8,9,10
1323,0,5,9,5,3
1324,0,5,8,6,3
1325,0,5,9,6,6
1326,0,10,14,10,5
1327,0,4,7,7,7
1328,0,5,10,8,6
1329,0,4,5,7,4
1330,0,8,9,12,12
1331,0,5,9,6,6
1332,0,8,9,11,13
1333,0,4,4,7,3
1334,0,3,7,5,5
1335,0,5,10,5,4
1336,0,6,10,7,4
1337,0,6,6,9,9
1338,0,3,4,5,3
1339,0,12,12,12,6
1340,0,5,10,8,7
1341,0,5,3,5,3
1342,0,5,8,8,5
1343,0,6,7,9,6
1344,0,6,8,8,10
1345,0,9,9,13,14
1346,0,7,11,11,8
1347,0,5,2,6,4
1348,0,3,7,4,3
1349,0,6,11,9,11
1350,0,5,6,7,5
1351,0,11,15,10,6
1352,0,4,7,4,3
1353,0,6,10,9,6
1354,0,4,7,5,4
1355,0,5,9,8,8
1356,0,6,10,8,9
1357,0,4,10,5,6
1358,0,6,9,9,7
1359,0,4,5,5,4
1360,0,3,6,4,2
1361,0,4,8,6,6
1362,0,7,11,11,15
1363,0,3,6,4,2
1364,0,4,1,5,3
1365,0,5,11,5,7
1366,0,4,7,5,4
1367,0,7,9,10,7
1368,0,5,6,8,4
1369,0,14,14,14,7
1370,0,4,8,5,5
1371,0,3,4,5,3
1372,0,5,8,9,10
1373,0,5,10,8,6
1374,0,4,7,6,6
1375,0,6,10,9,7
1376,0,5,9,6,6
1377,0,6,5,7,4
1378,0,4,11,5,7
1379,0,2,1,3,1
1380,0,5,9,6,4
1381,0,5,11,7,9
1382,0,9,14,11,7
1383,0,2,3,3,2
1384,0,3,4,5,3
1385,0,3,7,4,3
1386,0,7,9,9,4
1387,0,2,1,3,3
1388,0,8,9,11,8
1389,0,5,10,6,4
1390,0,8,9,11,13
1391,0,4,4,5,3
1392,0,5,10,7,10
1393,0,5,7,8,6
1394,0,6,12,7,5
1395,0,3,4,6,3
1396,0,6,10,8,9
1397,0,9,12,12,5
1398,0,1,0,2,1
1399,0,5,5,8,4
1400,0,4,10,6,6
1401,0,5,5,6,4
1402,0,8,11,11,7
1403,0,2,0,3,1
1404,0,4,6,6,5
1405,0,7,10,10,6
1406,0,3,7,5,5
1407,0,6,8,8,8
1408,0,2,0,2,1
1409,0,4,1,5,3
1410,0,6,10,8,9
1411,0,4,5,7,4
1412,0,6,9,7,6
1413,0,5,9,7,6
1414,0,6,9,9,7
1415,0,4,4,6,4
1416,0,7,9,11,8
1417,0,5,8,8,7
1418,0,4,5,5,4
1419,0,6,8,9,5
1420,0,14,15,14,7
1421,0,7,10,9,9
1422,0,5,6,5,4
1423,0,3,6,3,2
1424,0,4,5,5,4
1425,0,1,0,2,0
1426,0,4,6,7,8
1427,0,5,10,5,4
1428,0,5,10,6,4
1429,0,2,1,2,1
1430,0,2,4,4,3
1431,0,4,8,5,5
1432,0,4,6,5,3
1433,0,5,5,8,4
1434,0,6,10,10,13
1435,0,4,5,7,4
1436,0,3,3,4,2
1437,0,4,6,7,5
1438,0,5,9,5,6
1439,0,1,0,2,1
1440,0,8,9,11,7
1441,0,3,3,5,3
1442,0,3,2,4,3
1443,0,5,11,6,4
1444,0,11,15,11,6
1445,0,6,8,8,8
1446,0,5,8,7,6
1447,0,7,7,10,7
1448,0,4,8,5,5
1449,0,4,7,7,4
1450,0,10,13,12,6
1451,0,3,7,4,4
1452,0,3,7,4,4
1453,0,9,10,13,10
1454,0,3,6,4,2
1455,0,8,10,12,9
1456,0,7,6,7,4
1457,0,6,5,8,7
1458,0,3,2,4,4
1459,0,11,14,11,6
1460,0,7,10,9,11
1461,0,7,8,9,10
1462,0,6,7,9,9
1463,0,2,1,3,2
1464,0,3,3,4,3
1465,0,5,9,7,7
1466,0,4,5,6,4
1467,0,8,10,10,5
1468,0,1,0,1,1
1469,0,5,7,8,5
1470,0,6,10,9,8
1471,0,3,5,5,4
1472,0,5,6,7,5
1473,0,5,7,7,8
1474,0,1,1,2,1
1475,0,4,8,4,5
1476,0,3,7,4,3
1477,0,7,9,10,6
1478,0,3,6,4,4
1479,0,4,7,6,4
1480,0,7,7,10,10
1481,0,6,9,8,6
1482,0,3,4,4,3
1483,0,4,9,5,6
1484,0,5,9,8,8
1485,0,4,2,5,3
1486,0,5,8,7,5
1487,0,7,8,10,7
1488,0,6,11,9,7
1489,0,6,9,7,3
1490,0,14,15,14,7
1491,0,5,7,7,8
1492,0,2,1,3,2
1493,0,4,9,5,5
1494,0,8,10,12,9
1495,0,5,9,8,7
1496,0,5,9,8,11
1497,0,8,11,10,13
1498,0,4,7,5,5
1499,0,4,4,5,3
1500,0,4,7,6,4
1501,0,8,12,9,5
1502,0,3,4,4,3
1503,0,2,3,3,2
1504,0,7,13,8,5
1505,0,4,6,6,4
1506,0,6,8,9,10
1507,0,5,9,6,4
1508,0,4,5,7,4
1509,0,5,11,9,12
1510,0,7,9,10,6
1511,0,9,9,12,13
1512,0,4,8,6,5
1513,0,5,7,7,5
1514,0,6,12,8,5
1515,0,5,10,7,9
1516,0,5,8,5,5
1517,0,6,9,9,11
1518,0,4,6,5,4
1519,0,6,11,10,14
1520,0,3,4,5,3
1521,0,3,7,4,3
1522,0,4,4,5,3
1523,0,5,5,7,6
1524,0,5,9,7,8
1525,0,6,10,7,4
1526,0,10,11,10,5
1527,0,6,10,6,4
1528,0,3,1,4,3
1529,0,2,3,3,2
1530,0,4,4,5,4
1531,0,2,0,2,1
1532,0,7,7,9,7
1533,0,9,13,11,6
1534,0,11,12,11,5
1535,0,3,3,4,2
1536,0,3,3,5,2
1537,0,3,6,4,2
1538,0,8,9,11,12
1539,0,5,10,6,4
1540,0,4,3,4,3
1541,0,5,8,7,7
1542,0,6,9,10,12
1543,0,5,6,8,5
