,class,y-box,high,onpix,xy2br
1151,1,9,6,2,11
1152,1,9,8,7,8
1153,1,13,7,4,10
1154,1,7,6,6,9
1155,1,3,2,2,8
1156,1,8,7,7,8
1157,1,10,5,3,9
1158,1,8,6,4,10
1159,1,7,5,5,10
1160,1,3,2,2,10
1161,1,10,7,5,11
1162,1,10,7,2,11
1163,1,9,7,6,9
1164,1,14,8,5,6
1165,1,9,6,2,11
1166,1,10,8,6,9
1167,1,13,7,5,8
1168,1,10,7,8,8
1169,1,3,2,2,10
1170,1,0,0,0,11
1171,1,8,6,8,8
1172,1,13,7,4,9
1173,1,1,2,2,11
1174,1,6,4,4,8
1175,1,7,5,5,11
1176,1,8,6,2,12
1177,1,11,8,3,11
1178,1,6,4,6,8
1179,1,8,6,4,9
1180,1,4,3,3,10
1181,1,9,6,2,11
1182,1,9,5,4,11
1183,1,14,8,4,7
1184,1,9,4,4,7
1185,1,7,5,4,11
1186,1,9,6,5,10
1187,1,7,5,5,9
1188,1,10,8,7,9
1189,1,6,5,4,8
1190,1,10,8,6,10
1191,1,8,6,4,8
1192,1,6,6,6,8
1193,1,3,5,1,11
1194,1,4,3,3,10
1195,1,9,6,5,8
1196,1,11,8,6,9
1197,1,1,1,0,11
1198,1,7,5,4,11
1199,1,5,7,2,11
1200,1,6,4,3,11
1201,1,10,8,5,11
1202,1,7,6,5,9
1203,1,9,7,2,12
1204,1,9,7,5,12
1205,1,2,3,3,10
1206,1,2,4,3,11
1207,1,9,7,7,12
1208,1,10,8,6,10
1209,1,10,8,6,8
1210,1,2,3,3,11
1211,1,10,8,7,12
1212,1,7,5,5,9
1213,1,11,8,2,11
1214,1,8,6,6,10
1215,1,8,6,3,11
1216,1,7,6,5,8
1217,1,4,3,3,10
1218,1,10,5,3,9
1219,1,8,6,4,12
1220,1,7,5,2,11
1221,1,10,8,8,8
1222,1,9,7,4,12
1223,1,11,8,6,11
1224,1,11,8,5,12
1225,1,1,2,1,11
1226,1,6,4,3,10
1227,1,12,7,5,9
1228,1,6,4,3,11
1229,1,6,4,3,8
1230,1,10,7,6,10
1231,1,6,4,1,11
1232,1,9,6,6,12
1233,1,4,3,2,11
1234,1,4,6,2,11
1235,1,8,6,4,12
1236,1,0,0,0,10
1237,1,11,8,9,9
1238,1,5,4,3,11
1239,1,10,8,8,8
1240,1,15,8,6,9
1241,1,9,7,4,11
1242,1,3,2,2,10
1243,1,9,6,2,11
1244,1,9,6,2,11
1245,1,8,6,4,11
1246,1,9,6,2,11
1247,1,6,4,5,10
1248,1,1,1,0,11
1249,1,4,3,2,9
1250,1,5,4,5,8
1251,1,12,7,3,8
1252,1,3,2,2,10
1253,1,4,6,2,11
1254,1,9,4,3,9
1255,1,12,6,3,10
1256,1,8,6,4,10
1257,1,3,1,2,11
1258,1,11,8,2,11
1259,1,4,6,2,11
1260,1,3,1,2,10
1261,1,8,6,4,11
1262,1,11,8,7,12
1263,1,9,7,5,10
1264,1,11,8,9,8
1265,1,4,3,2,9
1266,1,9,7,6,12
1267,1,4,6,2,11
1268,1,1,1,0,11
1269,1,15,8,5,12
1270,1,9,7,6,12
1271,1,9,7,7,9
1272,1,7,5,3,10
1273,1,0,0,0,11
1274,1,9,7,7,8
1275,1,7,5,2,11
1276,1,5,4,3,11
1277,1,0,0,0,11
1278,1,5,3,3,10
1279,1,8,7,7,8
1280,1,5,3,3,11
1281,1,6,4,1,11
1282,1,11,6,3,8
1283,1,8,6,5,9
1284,1,5,4,3,11
1285,1,3,4,1,11
1286,1,7,5,5,11
1287,1,10,5,3,6
1288,1,6,8,2,12
1289,1,9,6,5,11
1290,1,12,6,5,7
1291,1,6,4,4,9
1292,1,5,3,3,11
1293,1,11,9,6,8
1294,1,10,8,8,10
1295,1,9,7,5,11
1296,1,8,6,5,11
1297,1,10,8,6,10
1298,1,6,4,5,7
1299,1,10,8,8,9
1300,1,9,6,5,8
1301,1,5,4,3,11
1302,1,3,2,2,9
1303,1,11,8,3,11
1304,1,13,8,4,6
1305,1,0,1,0,11
1306,1,15,8,4,9
1307,1,4,3,3,11
1308,1,2,3,2,11
1309,1,13,7,6,11
1310,1,1,1,0,11
1311,1,4,6,2,11
1312,1,7,5,5,11
1313,1,8,7,5,8
1314,1,3,2,2,10
1315,1,10,7,5,8
1316,1,8,7,6,8
1317,1,11,8,5,10
1318,1,7,6,6,8
1319,1,7,5,6,9
1320,1,7,5,4,10
1321,1,4,3,2,10
1322,1,15,8,4,10
1323,1,5,3,4,10
1324,1,4,2,2,11
1325,1,7,5,3,11
1326,1,3,2,2,8
1327,1,11,8,2,11
1328,1,6,4,5,9
1329,1,6,4,2,11
1330,1,11,8,9,7
1331,1,8,6,8,9
1332,1,5,4,3,11
1333,1,7,5,5,9
1334,1,6,4,5,8
1335,1,4,5,2,11
1336,1,3,4,1,11
1337,1,9,7,5,10
1338,1,6,4,3,10
1339,1,10,8,7,11
1340,1,8,5,2,11
1341,1,7,6,6,9
1342,1,5,4,3,11
1343,1,9,7,9,8
1344,1,9,8,7,8
1345,1,4,3,2,11
1346,1,12,6,4,8
1347,1,10,7,5,12
1348,1,5,4,3,9
1349,1,7,5,3,9
1350,1,9,8,6,8
1351,1,8,6,5,10
1352,1,10,8,7,12
1353,1,10,7,2,11
1354,1,9,7,2,12
1355,1,4,3,3,9
1356,1,8,6,4,11
1357,1,10,8,7,7
1358,1,8,5,2,11
1359,1,11,8,5,12
1360,1,13,7,4,6
1361,1,8,7,7,8
1362,1,10,8,7,9
1363,1,5,4,4,10
1364,1,12,6,4,6
1365,1,8,7,7,9
1366,1,7,5,2,11
1367,1,6,4,3,10
1368,1,9,4,3,7
1369,1,11,8,2,11
1370,1,9,7,9,8
1371,1,11,8,5,11
1372,1,0,0,0,11
1373,1,9,7,7,7
1374,1,9,7,6,9
1375,1,5,8,2,11
1376,1,5,4,3,10
1377,1,11,8,6,12
1378,1,9,6,6,7
1379,1,10,8,7,7
1380,1,9,7,6,10
1381,1,8,6,5,9
1382,1,8,6,4,11
1383,1,9,6,7,8
1384,1,10,7,7,11
1385,1,8,6,4,11
1386,1,9,7,8,8
1387,1,10,8,6,8
1388,1,3,2,2,9
1389,1,4,6,2,11
1390,1,0,1,0,11
1391,1,11,8,5,11
1392,1,11,8,2,11
1393,1,0,0,0,10
1394,1,3,2,2,10
1395,1,1,2,2,10
1396,1,5,4,3,11
1397,1,1,2,3,10
1398,1,11,8,6,8
1399,1,7,5,4,10
1400,1,10,7,6,8
1401,1,1,2,2,10
1402,1,12,7,5,8
1403,1,10,6,3,12
1404,1,9,7,5,10
1405,1,6,9,2,12
1406,1,11,6,4,6
1407,1,9,7,6,10
1408,1,4,3,2,10
1409,1,5,3,3,11
1410,1,10,7,7,11
1411,1,10,8,6,10
1412,1,3,5,1,11
1413,1,9,6,2,11
1414,1,12,6,4,9
1415,1,10,8,5,10
1416,1,6,5,5,8
1417,1,3,2,2,10
1418,1,3,5,2,12
1419,1,1,2,2,10
1420,1,9,7,6,10
1421,1,5,3,2,10
1422,1,8,7,7,8
1423,1,8,6,2,11
1424,1,8,6,6,7
1425,1,4,3,2,10
1426,1,10,8,8,10
1427,1,6,4,1,11
1428,1,6,4,3,12
1429,1,10,8,5,11
1430,1,15,8,6,12
1431,1,14,8,4,9
1432,1,9,6,2,11
1433,1,0,0,0,11
1434,1,6,4,3,7
1435,1,8,6,3,11
1436,1,5,4,3,11
1437,1,11,8,5,11
1438,1,10,5,4,8
1439,1,5,8,2,12
1440,1,9,7,7,7
1441,1,7,6,6,8
1442,1,11,8,7,11
1443,1,9,6,7,8
1444,1,8,6,6,8
1445,1,9,6,4,12
1446,1,6,4,1,11
1447,1,2,3,3,11
1448,1,4,3,3,9
1449,1,11,8,8,8
1450,1,6,4,1,11
1451,1,7,4,1,11
1452,1,8,6,3,10
1453,1,4,3,2,11
1454,1,6,4,4,9
1455,1,11,8,10,9
1456,1,10,5,3,5
1457,1,12,7,3,7
1458,1,11,8,3,11
1459,1,13,8,4,10
1460,1,6,4,4,7
1461,1,9,7,6,8
1462,1,9,6,6,10
1463,1,8,6,6,7
1464,1,8,6,4,8
1465,1,8,6,3,11
1466,1,4,2,2,10
1467,1,7,6,5,9
1468,1,9,5,4,11
1469,1,9,4,2,9
1470,1,14,8,5,7
1471,1,1,3,3,11
1472,1,11,8,5,11
