,class,x-box,y-box,width,onpix
1151,1,7,11,8,4
1152,1,2,1,2,0
1153,1,3,5,5,2
1154,1,3,10,6,4
1155,1,7,11,7,4
1156,1,6,7,6,3
1157,1,7,8,9,11
1158,1,4,10,7,4
1159,1,4,10,7,1
1160,1,1,1,3,1
1161,1,5,8,5,3
1162,1,1,3,2,1
1163,1,8,7,6,5
1164,1,3,5,5,7
1165,1,6,10,6,3
1166,1,2,1,2,0
1167,1,6,11,6,2
1168,1,2,4,3,1
1169,1,2,5,4,2
1170,1,1,0,2,0
1171,1,4,7,6,9
1172,1,5,9,8,4
1173,1,4,6,7,1
1174,1,9,10,7,5
1175,1,1,0,2,0
1176,1,3,8,4,2
1177,1,2,9,4,1
1178,1,6,11,6,4
1179,1,6,6,5,4
1180,1,5,9,5,2
1181,1,6,10,8,8
1182,1,3,3,5,1
1183,1,4,8,6,5
1184,1,3,7,5,2
1185,1,5,8,5,3
1186,1,4,5,5,2
1187,1,7,10,7,4
1188,1,4,8,5,2
1189,1,6,8,6,3
1190,1,2,3,4,0
1191,1,1,1,3,1
1192,1,3,5,5,1
1193,1,4,4,6,7
1194,1,6,7,6,4
1195,1,6,9,8,6
1196,1,6,9,6,4
1197,1,4,11,5,2
1198,1,4,6,4,2
1199,1,3,6,5,2
1200,1,2,4,3,1
1201,1,4,7,6,10
1202,1,4,8,7,3
1203,1,6,11,10,5
1204,1,2,6,3,0
1205,1,7,9,8,5
1206,1,4,6,4,2
1207,1,5,6,4,3
1208,1,8,10,6,5
1209,1,7,9,8,4
1210,1,8,6,6,4
1211,1,8,10,8,3
1212,1,3,9,4,2
1213,1,7,11,7,4
1214,1,4,5,5,2
1215,1,7,7,6,4
1216,1,4,10,6,1
1217,1,2,1,2,0
1218,1,7,6,6,4
1219,1,3,5,6,2
1220,1,3,5,4,7
1221,1,4,5,6,1
1222,1,8,11,8,4
1223,1,2,2,4,1
1224,1,6,9,8,6
1225,1,4,5,6,9
1226,1,3,4,4,2
1227,1,1,1,2,0
1228,1,3,5,5,2
1229,1,5,7,7,10
1230,1,2,4,4,1
1231,1,4,7,6,5
1232,1,3,4,5,1
1233,1,5,9,7,4
1234,1,2,3,4,0
1235,1,3,5,5,2
1236,1,4,5,6,1
1237,1,2,1,3,1
1238,1,8,10,8,4
1239,1,6,11,8,8
1240,1,8,10,8,4
1241,1,6,11,6,3
1242,1,2,5,4,2
1243,1,5,9,4,2
1244,1,7,11,7,5
1245,1,2,7,4,1
1246,1,2,1,3,0
1247,1,1,0,2,0
1248,1,1,3,3,1
1249,1,6,8,9,11
1250,1,7,10,6,3
1251,1,1,0,2,0
1252,1,6,6,5,3
1253,1,2,4,4,2
1254,1,4,5,5,7
1255,1,5,7,5,3
1256,1,4,7,6,3
1257,1,5,10,8,4
1258,1,4,9,7,3
1259,1,3,6,5,1
1260,1,5,11,6,3
1261,1,10,9,8,5
1262,1,6,11,8,8
1263,1,4,9,6,3
1264,1,2,4,3,1
1265,1,3,4,4,1
1266,1,3,4,4,2
1267,1,3,7,5,2
1268,1,8,7,6,5
1269,1,2,2,3,1
1270,1,4,7,4,2
1271,1,3,6,4,2
1272,1,3,7,5,3
1273,1,2,7,4,1
1274,1,3,7,5,2
1275,1,2,3,4,1
1276,1,8,8,7,5
1277,1,3,2,5,2
1278,1,4,10,6,4
1279,1,3,5,5,2
1280,1,6,8,6,4
1281,1,2,7,4,2
1282,1,3,9,5,2
1283,1,3,8,4,2
1284,1,5,10,7,4
1285,1,4,8,6,6
1286,1,5,8,5,2
1287,1,5,10,8,3
1288,1,5,9,8,4
1289,1,3,4,5,1
1290,1,2,1,4,1
1291,1,4,7,4,2
1292,1,5,10,6,6
1293,1,3,7,4,1
1294,1,4,6,5,6
1295,1,2,2,4,2
1296,1,8,11,7,4
1297,1,5,6,6,3
1298,1,1,1,2,0
1299,1,3,10,5,3
1300,1,10,10,8,6
1301,1,7,9,7,4
1302,1,4,6,6,5
1303,1,2,2,4,2
1304,1,2,1,3,0
1305,1,7,11,8,6
1306,1,5,7,8,11
1307,1,2,4,4,4
1308,1,2,4,3,1
1309,1,2,3,2,1
1310,1,7,9,6,5
1311,1,1,1,2,0
1312,1,2,2,4,1
1313,1,3,3,5,1
1314,1,4,10,6,6
1315,1,3,4,4,2
1316,1,4,8,6,11
1317,1,3,4,5,1
1318,1,6,8,6,3
1319,1,8,13,6,4
1320,1,6,10,6,4
1321,1,1,1,2,0
1322,1,3,5,4,2
1323,1,6,7,8,10
1324,1,2,3,3,1
1325,1,2,3,3,1
1326,1,3,2,5,2
1327,1,2,1,4,1
1328,1,1,1,2,0
1329,1,2,1,4,1
1330,1,3,5,4,2
1331,1,5,7,7,8
1332,1,2,2,4,1
1333,1,5,11,7,7
1334,1,1,3,2,1
1335,1,5,8,6,3
1336,1,5,9,5,3
1337,1,3,5,6,1
1338,1,3,8,6,3
1339,1,4,6,6,6
1340,1,3,4,5,1
1341,1,5,6,7,1
1342,1,10,9,8,5
1343,1,4,4,6,6
1344,1,2,3,3,1
1345,1,3,5,4,2
1346,1,3,8,5,1
1347,1,9,14,8,5
1348,1,2,2,3,1
1349,1,5,7,5,2
1350,1,3,5,5,6
1351,1,3,9,4,2
1352,1,2,3,4,2
1353,1,5,10,8,4
1354,1,2,3,2,1
1355,1,7,9,8,4
1356,1,4,9,6,4
1357,1,4,5,5,7
1358,1,4,6,4,2
1359,1,5,8,5,3
1360,1,4,10,6,3
1361,1,3,4,4,2
1362,1,3,6,4,2
1363,1,3,7,5,2
1364,1,4,6,4,2
1365,1,1,3,2,1
1366,1,3,4,5,1
1367,1,5,6,5,2
1368,1,1,0,2,0
1369,1,5,6,6,9
1370,1,5,8,7,4
1371,1,1,3,3,1
1372,1,5,9,5,3
1373,1,7,8,7,4
1374,1,5,6,6,2
1375,1,2,3,3,1
1376,1,8,13,7,4
1377,1,4,9,7,3
1378,1,6,9,5,3
1379,1,5,9,6,2
1380,1,3,4,4,2
1381,1,3,9,5,2
1382,1,3,5,4,2
1383,1,4,5,5,6
1384,1,2,3,4,1
1385,1,6,11,6,3
1386,1,3,4,4,1
1387,1,5,6,5,3
1388,1,4,8,6,6
1389,1,3,4,4,2
1390,1,3,4,4,2
1391,1,5,10,7,4
1392,1,6,8,6,3
1393,1,6,6,5,3
1394,1,8,10,8,4
1395,1,3,10,5,1
1396,1,4,8,6,2
1397,1,3,2,5,2
1398,1,8,8,7,5
1399,1,9,8,8,5
1400,1,5,7,6,5
1401,1,6,9,6,3
1402,1,2,5,4,2
1403,1,3,4,5,6
1404,1,4,6,6,5
1405,1,5,8,5,2
1406,1,5,8,5,3
1407,1,1,1,2,1
1408,1,4,11,6,2
1409,1,3,4,5,4
1410,1,5,7,6,3
1411,1,8,9,8,5
1412,1,4,8,5,2
1413,1,3,5,4,5
1414,1,5,10,8,4
1415,1,3,5,5,5
1416,1,3,7,5,2
1417,1,2,9,4,1
1418,1,2,3,2,1
1419,1,8,11,6,5
1420,1,5,9,5,3
1421,1,3,8,5,2
1422,1,4,10,6,6
1423,1,2,8,4,1
1424,1,4,10,6,4
1425,1,5,4,6,6
1426,1,5,10,5,2
1427,1,3,6,5,8
1428,1,3,6,5,1
1429,1,2,6,4,1
1430,1,6,8,6,4
1431,1,6,7,8,8
1432,1,3,3,5,1
1433,1,1,0,2,0
1434,1,6,7,6,2
1435,1,3,7,4,2
1436,1,5,8,5,3
1437,1,4,7,6,7
1438,1,4,11,6,3
1439,1,8,11,8,5
1440,1,4,8,6,3
1441,1,4,6,6,9
1442,1,3,7,6,2
1443,1,8,10,8,5
1444,1,1,0,1,0
1445,1,1,0,2,0
1446,1,6,9,8,7
1447,1,4,7,6,2
1448,1,1,0,2,0
1449,1,2,4,4,1
1450,1,2,1,4,2
1451,1,9,10,7,6
1452,1,3,8,5,1
1453,1,7,9,7,3
1454,1,6,7,6,3
1455,1,3,9,5,1
1456,1,7,10,8,4
1457,1,1,3,2,1
1458,1,2,7,4,1
1459,1,4,10,7,1
1460,1,3,5,4,7
1461,1,2,2,4,2
1462,1,4,6,6,7
1463,1,4,6,4,1
1464,1,3,8,5,1
1465,1,7,6,6,4
1466,1,6,8,6,3
1467,1,5,11,6,7
1468,1,5,9,5,2
1469,1,3,7,5,2
1470,1,4,5,5,2
1471,1,9,8,7,5
1472,1,7,9,7,2
1473,1,8,11,8,5
1474,1,7,9,8,4
1475,1,7,9,7,3
1476,1,5,6,4,3
1477,1,2,4,3,1
1478,1,6,7,6,3
1479,1,3,8,5,2
1480,1,8,13,6,4
1481,1,3,3,4,1
1482,1,3,6,4,1
1483,1,6,9,8,7
1484,1,3,5,4,2
1485,1,6,9,6,3
1486,1,6,8,8,12
1487,1,4,6,5,7
1488,1,6,8,6,4
1489,1,9,10,8,4
1490,1,3,3,4,1
1491,1,3,8,6,3
1492,1,1,0,2,0
1493,1,3,7,5,4
1494,1,7,11,8,5
1495,1,5,7,7,10
1496,1,3,8,5,2
1497,1,3,9,5,1
1498,1,3,9,5,1
1499,1,5,7,7,10
1500,1,2,5,4,2
1501,1,9,14,8,4
1502,1,7,10,7,4
1503,1,5,6,7,10
1504,1,2,1,3,1
1505,1,4,6,6,1
1506,1,2,6,4,1
1507,1,9,13,8,5
1508,1,6,11,6,3
1509,1,3,8,5,3
1510,1,4,5,5,2
1511,1,7,13,6,4
1512,1,2,7,4,2
1513,1,8,8,7,5
1514,1,5,8,7,11
1515,1,3,5,5,6
1516,1,2,6,4,1
1517,1,5,6,8,10
1518,1,8,11,7,4
1519,1,6,9,6,3
1520,1,5,10,8,4
1521,1,5,6,7,9
1522,1,4,11,6,1
1523,1,3,5,5,1
1524,1,8,11,8,5
1525,1,4,10,6,1
1526,1,6,11,5,3
1527,1,5,8,5,2
1528,1,5,8,5,3
1529,1,6,9,8,7
1530,1,4,11,7,1
1531,1,7,8,5,4
1532,1,1,1,2,1
1533,1,3,8,5,1
1534,1,2,6,4,0
1535,1,4,11,6,3
1536,1,4,11,6,4
1537,1,2,7,4,1
1538,1,3,5,4,2
1539,1,2,7,4,1
1540,1,5,10,7,4
1541,1,3,3,4,1
1542,1,2,4,3,1
1543,1,4,11,6,1
1544,1,3,8,5,2
1545,1,8,15,7,4
1546,1,3,10,5,1
1547,1,3,6,4,2
1548,1,5,7,5,3
1549,1,3,7,4,2
1550,1,7,7,9,9
1551,1,2,1,4,1
1552,1,5,8,6,6
1553,1,4,10,7,3
1554,1,4,5,6,8
1555,1,2,3,4,1
1556,1,1,0,1,0
1557,1,6,11,9,5
1558,1,3,5,6,1
1559,1,5,10,7,3
1560,1,4,11,6,3
1561,1,4,5,5,2
1562,1,5,7,5,2
1563,1,1,0,2,0
1564,1,3,9,5,1
1565,1,2,4,3,1
1566,1,1,1,3,1
1567,1,1,0,2,0
1568,1,6,8,6,3
1569,1,5,9,7,6
1570,1,3,8,4,1
1571,1,6,9,8,8
1572,1,1,0,2,0
1573,1,1,1,3,1
1574,1,5,7,5,2
1575,1,4,10,6,1
1576,1,6,9,5,2
1577,1,3,9,5,3
